"date_id","interaction_id","interaction_date","customer_id","first_name","last_name","full_name","city","state","postal_code","country","channel_id","channel_name","interaction_type","interaction_rating"
756,49753,"2022-01-25",69,Justin,Smith,Justin Smith,Jamesside,Oklahoma,39535,Lebanon,4,ATM,Social Media,1
907,16762,"2022-06-25",35,Raven,Trevino,Raven Trevino,Heatherfurt,Hawaii,33965,Netherlands Antilles,1,Online,Website,1
565,6200,"2021-07-18",43,Christian,Ballard,Christian Ballard,Bishoptown,Indiana,37362,Nepal,4,ATM,Website,3
923,53779,"2022-07-11",1,Angie,Hall,Angie Hall,Browntown,Wyoming,91934,Denmark,2,Mobile App,Email,3
3,25274,"2020-01-03",20,Virginia,Shea,Virginia Shea,Amandaburgh,South Carolina,6045,Denmark,1,Online,Social Media,2
1494,44094,"2024-02-02",65,Sarah,Roberts,Sarah Roberts,New Christopher,South Dakota,27014,Cuba,1,Online,Phone,1
871,31717,"2022-05-20",19,Allen,Scott,Allen Scott,South Lisaton,Colorado,94602,San Marino,3,In-Store,In-Person,3
1781,25430,"2024-11-15",70,Jeffrey,Lowe,Jeffrey Lowe,New Lauraville,South Carolina,56491,Palau,2,Mobile App,In-Person,5
733,42025,"2022-01-02",49,Alejandro,Simmons,Alejandro Simmons,Welchmouth,South Dakota,1994,Togo,1,Online,Website,2
250,40939,"2020-09-06",41,Stephanie,Reynolds,Stephanie Reynolds,North Kristi,New Mexico,99110,Costa Rica,1,Online,Phone,3
484,40421,"2021-04-28",28,Amber,Miller,Amber Miller,West Cody,Michigan,74994,Aruba,2,Mobile App,In-Person,4
1712,31680,"2024-09-07",9,Charles,Perry,Charles Perry,North Ann,New Mexico,94882,Tokelau,5,Telephone,Social Media,3
399,71240,"2021-02-02",13,Brenda,Taylor,Brenda Taylor,North Stevenhaven,Washington,65833,Belarus,3,In-Store,Chat,2
117,37296,"2020-04-26",76,Deborah,Garner,Deborah Garner,Robertfort,Rhode Island,20644,Costa Rica,2,Mobile App,Social Media,3
1509,75652,"2024-02-17",36,Nancy,Lawrence,Nancy Lawrence,Newtonfort,Missouri,24470,Netherlands Antilles,2,Mobile App,Phone,4
338,1322,"2020-12-03",43,Christian,Ballard,Christian Ballard,Bishoptown,Indiana,37362,Switzerland,4,ATM,Website,5
477,73097,"2021-04-21",59,Donna,Barnett,Donna Barnett,North Barbaraborough,Maryland,71417,Sao Tome and Principe,1,Online,Chat,3
265,6286,"2020-09-21",21,Phillip,Watson,Phillip Watson,West Paulview,Illinois,6116,San Marino,3,In-Store,Email,5
793,32939,"2022-03-03",50,Hannah,Hernandez,Hannah Hernandez,Frazierland,Connecticut,96248,Cambodia,2,Mobile App,Phone,2
1147,22033,"2023-02-20",82,Amanda,Hall,Amanda Hall,Port Trevor,Colorado,1960,Niue,2,Mobile App,Email,2
828,16835,"2022-04-07",52,William,Lopez,William Lopez,North Michellebury,California,76856,Iraq,2,Mobile App,Email,3
1117,45619,"2023-01-21",94,Stephanie,Weber,Stephanie Weber,South Matthewmouth,Wisconsin,73533,Tokelau,4,ATM,Chat,1
944,95622,"2022-08-01",37,Nicholas,Alvarez,Nicholas Alvarez,Dianefurt,Oklahoma,14041,Tokelau,4,ATM,Social Media,1
1511,16938,"2024-02-19",63,Sara,Maddox,Sara Maddox,Clarkville,Kentucky,94765,Costa Rica,2,Mobile App,Social Media,1
1727,13686,"2024-09-22",55,Cole,Howard,Cole Howard,Bakerland,Delaware,6390,Cambodia,1,Online,In-Person,5
288,6108,"2020-10-14",29,Barbara,Rivera,Barbara Rivera,Georgeville,Nevada,58964,Nepal,2,Mobile App,Website,5
1030,5910,"2022-10-26",42,Gloria,Marshall,Gloria Marshall,West Paula,Alabama,14054,Palestinian Territory,5,Telephone,Email,4
5,8059,"2020-01-05",38,Timothy,Johnson,Timothy Johnson,South Kaylee,Kansas,49184,Nigeria,5,Telephone,Website,1
144,85133,"2020-05-23",65,Sarah,Roberts,Sarah Roberts,New Christopher,South Dakota,27014,Latvia,5,Telephone,Website,3
548,14824,"2021-07-01",1,Angie,Hall,Angie Hall,Browntown,Wyoming,91934,Grenada,1,Online,Chat,2
22,88866,"2020-01-22",40,Karen,Cox,Karen Cox,Lake Jasonstad,Kentucky,51667,Costa Rica,3,In-Store,Social Media,4
1314,43273,"2023-08-06",94,Stephanie,Weber,Stephanie Weber,South Matthewmouth,Wisconsin,73533,Costa Rica,3,In-Store,Website,2
277,2811,"2020-10-03",57,Jeffrey,Kelly,Jeffrey Kelly,Bradleyshire,New York,93159,Western Sahara,5,Telephone,Website,1
744,98823,"2022-01-13",21,Phillip,Watson,Phillip Watson,West Paulview,Illinois,6116,Sao Tome and Principe,5,Telephone,Social Media,2
1517,54813,"2024-02-25",62,Jasmine,Williams,Jasmine Williams,South Bryan,Georgia,76262,Togo,1,Online,Chat,5
1294,70874,"2023-07-17",56,Anita,Craig,Anita Craig,Port Bailey,Utah,19023,Korea,4,ATM,Email,2
1092,40726,"2022-12-27",30,Melissa,Chavez,Melissa Chavez,Romeroshire,North Dakota,6695,South Africa,4,ATM,Chat,1
159,26464,"2020-06-07",64,David,Harrington,David Harrington,Lisaview,Oklahoma,31480,Togo,4,ATM,Social Media,1
124,15016,"2020-05-03",71,Kathryn,Allen,Kathryn Allen,Lake Timothy,Kentucky,71464,San Marino,4,ATM,Website,2
123,12127,"2020-05-02",14,Robert,Gibson,Robert Gibson,Laurenfort,Maryland,67475,Togo,5,Telephone,Email,1
1697,12440,"2024-08-23",78,Chad,Diaz,Chad Diaz,East Jennifer,Washington,65358,Korea,2,Mobile App,Website,5
640,71306,"2021-10-01",57,Jeffrey,Kelly,Jeffrey Kelly,Bradleyshire,New York,93159,Iraq,3,In-Store,Website,3
1351,63919,"2023-09-12",37,Nicholas,Alvarez,Nicholas Alvarez,Dianefurt,Oklahoma,14041,Aruba,2,Mobile App,Phone,4
1225,12594,"2023-05-09",65,Sarah,Roberts,Sarah Roberts,New Christopher,South Dakota,27014,Costa Rica,1,Online,In-Person,5
1743,62679,"2024-10-08",98,Jeff,Anderson,Jeff Anderson,East Dominiquestad,Kentucky,73343,Aruba,4,ATM,Social Media,1
80,99175,"2020-03-20",93,Danielle,Martinez,Danielle Martinez,Ericaberg,New Hampshire,68514,Belgium,5,Telephone,Social Media,3
697,56512,"2021-11-27",40,Karen,Cox,Karen Cox,Lake Jasonstad,Kentucky,51667,Switzerland,3,In-Store,Social Media,5
1554,87532,"2024-04-02",36,Nancy,Lawrence,Nancy Lawrence,Newtonfort,Missouri,24470,Tuvalu,4,ATM,Email,3
1599,2415,"2024-05-17",88,Chris,Molina,Chris Molina,Johnsonview,Arkansas,96565,Saint Martin,4,ATM,Social Media,3
1233,59998,"2023-05-17",65,Sarah,Roberts,Sarah Roberts,New Christopher,South Dakota,27014,Latvia,1,Online,Chat,4
1732,81288,"2024-09-27",89,Alexandra,Delacruz,Alexandra Delacruz,Jamesmouth,Washington,23597,Latvia,4,ATM,Email,4
1790,36670,"2024-11-24",24,Alison,Sheppard,Alison Sheppard,Christineport,Ohio,90422,Saint Martin,2,Mobile App,Social Media,5
1274,88041,"2023-06-27",27,Brian,Garcia,Brian Garcia,Garrettshire,New York,11320,Palau,4,ATM,Phone,3
488,93884,"2021-05-02",99,Sheila,Davis,Sheila Davis,Port Dylan,Oklahoma,75720,Belgium,3,In-Store,Email,3
256,52306,"2020-09-12",31,Rachel,Blake,Rachel Blake,Sheilaberg,New York,40962,San Marino,4,ATM,Email,1
1551,77778,"2024-03-30",54,Gavin,Morris,Gavin Morris,East Eric,Louisiana,56621,Belarus,4,ATM,In-Person,5
1099,4801,"2023-01-03",4,Zachary,May,Zachary May,North Christopher,Alabama,51247,Sweden,4,ATM,Website,3
467,70439,"2021-04-11",47,Danny,Mccarthy,Danny Mccarthy,West John,Rhode Island,95552,Svalbard & Jan Mayen Islands,2,Mobile App,Chat,1
1347,14480,"2023-09-08",44,Edward,Burke,Edward Burke,Wrightside,Nebraska,57279,South Africa,5,Telephone,In-Person,5
604,30557,"2021-08-26",17,Alicia,Tate,Alicia Tate,New Dominiqueburgh,Montana,78869,Korea,1,Online,Chat,4
1240,4680,"2023-05-24",95,Sharon,Durham,Sharon Durham,Lake Stanley,Connecticut,99285,Cayman Islands,5,Telephone,Social Media,4
176,41612,"2020-06-24",26,Michael,Blackwell,Michael Blackwell,Perezville,Vermont,98578,New Caledonia,1,Online,Phone,3
223,70473,"2020-08-10",73,Heidi,Martinez,Heidi Martinez,South Rebekahchester,Delaware,26916,Belarus,5,Telephone,Website,1
1215,5539,"2023-04-29",31,Rachel,Blake,Rachel Blake,Sheilaberg,New York,40962,Tuvalu,2,Mobile App,Email,4
1553,30504,"2024-04-01",23,Laura,Gutierrez,Laura Gutierrez,Keithtown,Georgia,54425,Sao Tome and Principe,3,In-Store,In-Person,3
1776,17474,"2024-11-10",30,Melissa,Chavez,Melissa Chavez,Romeroshire,North Dakota,6695,Cook Islands,2,Mobile App,Email,3
378,79835,"2021-01-12",19,Allen,Scott,Allen Scott,South Lisaton,Colorado,94602,Niue,4,ATM,Website,3
1664,6857,"2024-07-21",2,Christopher,Riley,Christopher Riley,Reynoldsville,Maryland,74865,Denmark,5,Telephone,Chat,5
1223,35525,"2023-05-07",46,David,Wilson,David Wilson,Colemantown,Idaho,37304,Sao Tome and Principe,4,ATM,Phone,4
132,12093,"2020-05-11",20,Virginia,Shea,Virginia Shea,Amandaburgh,South Carolina,6045,Aruba,5,Telephone,Email,3
1647,13480,"2024-07-04",28,Amber,Miller,Amber Miller,West Cody,Michigan,74994,Svalbard & Jan Mayen Islands,1,Online,Email,2
701,52831,"2021-12-01",17,Alicia,Tate,Alicia Tate,New Dominiqueburgh,Montana,78869,Saudi Arabia,4,ATM,Chat,1
292,38584,"2020-10-18",24,Alison,Sheppard,Alison Sheppard,Christineport,Ohio,90422,Lebanon,1,Online,Chat,4
1794,88440,"2024-11-28",22,Michael,Allison,Michael Allison,Yolandafurt,Mississippi,78654,Cuba,4,ATM,Chat,5
1598,59512,"2024-05-16",71,Kathryn,Allen,Kathryn Allen,Lake Timothy,Kentucky,71464,Belarus,4,ATM,In-Person,4
838,15724,"2022-04-17",90,Linda,Murphy,Linda Murphy,Weaverport,Massachusetts,97312,Iraq,3,In-Store,Phone,5
1405,74352,"2023-11-05",62,Jasmine,Williams,Jasmine Williams,South Bryan,Georgia,76262,Aruba,3,In-Store,Phone,2
847,29543,"2022-04-26",64,David,Harrington,David Harrington,Lisaview,Oklahoma,31480,Niue,2,Mobile App,In-Person,1
46,86334,"2020-02-15",63,Sara,Maddox,Sara Maddox,Clarkville,Kentucky,94765,Sweden,3,In-Store,In-Person,1
124,78693,"2020-05-03",57,Jeffrey,Kelly,Jeffrey Kelly,Bradleyshire,New York,93159,San Marino,2,Mobile App,Website,1
1685,98110,"2024-08-11",24,Alison,Sheppard,Alison Sheppard,Christineport,Ohio,90422,Guernsey,4,ATM,Phone,5
415,60506,"2021-02-18",40,Karen,Cox,Karen Cox,Lake Jasonstad,Kentucky,51667,Madagascar,2,Mobile App,In-Person,3
1589,85107,"2024-05-07",2,Christopher,Riley,Christopher Riley,Reynoldsville,Maryland,74865,Sweden,2,Mobile App,Phone,4
775,12360,"2022-02-13",34,Derek,Martin,Derek Martin,West Deanna,Kentucky,32572,Aruba,3,In-Store,Phone,3
24,9636,"2020-01-24",87,Beth,Martin,Beth Martin,Lake Michael,Mississippi,55682,Korea,4,ATM,Email,1
746,29674,"2022-01-15",76,Deborah,Garner,Deborah Garner,Robertfort,Rhode Island,20644,Saint Martin,2,Mobile App,Website,1
975,60453,"2022-09-01",4,Zachary,May,Zachary May,North Christopher,Alabama,51247,Switzerland,1,Online,Social Media,4
960,68520,"2022-08-17",73,Heidi,Martinez,Heidi Martinez,South Rebekahchester,Delaware,26916,South Africa,1,Online,Website,1
966,37244,"2022-08-23",74,Nicole,Foster,Nicole Foster,West Teresaside,Nevada,62180,Lebanon,5,Telephone,Website,4
408,38565,"2021-02-11",64,David,Harrington,David Harrington,Lisaview,Oklahoma,31480,Tuvalu,2,Mobile App,Phone,1
383,29480,"2021-01-17",79,Heather,Holmes,Heather Holmes,Andreabury,Maine,77736,Western Sahara,2,Mobile App,Email,4
1740,19555,"2024-10-05",50,Hannah,Hernandez,Hannah Hernandez,Frazierland,Connecticut,96248,Madagascar,4,ATM,Phone,1
145,33735,"2020-05-24",99,Sheila,Davis,Sheila Davis,Port Dylan,Oklahoma,75720,Belarus,5,Telephone,Chat,1
1815,3059,"2024-12-19",18,Michael,Jones,Michael Jones,Richardside,Louisiana,28362,Costa Rica,1,Online,Email,5
170,66514,"2020-06-18",54,Gavin,Morris,Gavin Morris,East Eric,Louisiana,56621,Denmark,1,Online,Website,5
1575,77951,"2024-04-23",1,Angie,Hall,Angie Hall,Browntown,Wyoming,91934,Cuba,1,Online,In-Person,3
1521,21197,"2024-02-29",51,Stanley,Mcpherson,Stanley Mcpherson,Joeside,Hawaii,16121,Cayman Islands,2,Mobile App,Website,3
1365,20306,"2023-09-26",11,Douglas,Wood,Douglas Wood,Ryanberg,Rhode Island,28377,Belarus,5,Telephone,Social Media,4
1066,99747,"2022-12-01",11,Douglas,Wood,Douglas Wood,Ryanberg,Rhode Island,28377,Korea,1,Online,Social Media,3
809,28403,"2022-03-19",4,Zachary,May,Zachary May,North Christopher,Alabama,51247,Latvia,1,Online,Email,4
1397,7950,"2023-10-28",1,Angie,Hall,Angie Hall,Browntown,Wyoming,91934,Belarus,4,ATM,Chat,3
1007,91362,"2022-10-03",8,Richard,Christensen,Richard Christensen,Chadfort,Nebraska,87608,Western Sahara,4,ATM,Website,4
1390,20074,"2023-10-21",62,Jasmine,Williams,Jasmine Williams,South Bryan,Georgia,76262,Netherlands Antilles,5,Telephone,Website,2
1583,25911,"2024-05-01",91,Adrian,Schmitt,Adrian Schmitt,Kathryntown,New Jersey,32489,Niue,2,Mobile App,Chat,2
1239,93894,"2023-05-23",84,Jamie,Martinez,Jamie Martinez,Joeborough,Arizona,11261,Namibia,3,In-Store,Website,5
97,65757,"2020-04-06",21,Phillip,Watson,Phillip Watson,West Paulview,Illinois,6116,Cook Islands,3,In-Store,Social Media,4
1177,12210,"2023-03-22",9,Charles,Perry,Charles Perry,North Ann,New Mexico,94882,Nepal,5,Telephone,Email,1
114,65382,"2020-04-23",49,Alejandro,Simmons,Alejandro Simmons,Welchmouth,South Dakota,1994,Cambodia,4,ATM,Social Media,1
1585,41091,"2024-05-03",63,Sara,Maddox,Sara Maddox,Clarkville,Kentucky,94765,Mongolia,3,In-Store,Chat,2
1790,39096,"2024-11-24",74,Nicole,Foster,Nicole Foster,West Teresaside,Nevada,62180,Sao Tome and Principe,1,Online,Chat,5
1476,68110,"2024-01-15",57,Jeffrey,Kelly,Jeffrey Kelly,Bradleyshire,New York,93159,Svalbard & Jan Mayen Islands,5,Telephone,In-Person,3
1768,44829,"2024-11-02",56,Anita,Craig,Anita Craig,Port Bailey,Utah,19023,Cook Islands,4,ATM,Social Media,3
170,81907,"2020-06-18",43,Christian,Ballard,Christian Ballard,Bishoptown,Indiana,37362,Iraq,4,ATM,Chat,5
418,3416,"2021-02-21",92,Michael,Taylor,Michael Taylor,Lake Karen,Connecticut,39013,Switzerland,4,ATM,Website,1
934,69794,"2022-07-22",95,Sharon,Durham,Sharon Durham,Lake Stanley,Connecticut,99285,Nepal,3,In-Store,Phone,4
126,41969,"2020-05-05",87,Beth,Martin,Beth Martin,Lake Michael,Mississippi,55682,Saint Martin,4,ATM,Phone,3
1027,92586,"2022-10-23",21,Phillip,Watson,Phillip Watson,West Paulview,Illinois,6116,Costa Rica,4,ATM,Phone,1
277,86380,"2020-10-03",4,Zachary,May,Zachary May,North Christopher,Alabama,51247,Cambodia,2,Mobile App,Email,1
1242,20864,"2023-05-26",26,Michael,Blackwell,Michael Blackwell,Perezville,Vermont,98578,Palau,4,ATM,Email,2
1722,9333,"2024-09-17",87,Beth,Martin,Beth Martin,Lake Michael,Mississippi,55682,Nigeria,5,Telephone,Email,1
296,8888,"2020-10-22",99,Sheila,Davis,Sheila Davis,Port Dylan,Oklahoma,75720,Netherlands Antilles,3,In-Store,Email,1
326,62756,"2020-11-21",59,Donna,Barnett,Donna Barnett,North Barbaraborough,Maryland,71417,Korea,1,Online,In-Person,3
1304,16998,"2023-07-27",77,Chad,Taylor,Chad Taylor,Lake Kimberly,Arkansas,80991,Korea,5,Telephone,Phone,5
1224,44755,"2023-05-08",58,Emily,Kelly,Emily Kelly,South Jacqueline,Indiana,30197,Korea,5,Telephone,Phone,1
1575,80417,"2024-04-23",40,Karen,Cox,Karen Cox,Lake Jasonstad,Kentucky,51667,Svalbard & Jan Mayen Islands,5,Telephone,Social Media,5
80,14561,"2020-03-20",97,Jesse,George,Jesse George,West Robin,South Carolina,29481,Tokelau,2,Mobile App,Email,3
850,11601,"2022-04-29",40,Karen,Cox,Karen Cox,Lake Jasonstad,Kentucky,51667,Christmas Island,2,Mobile App,In-Person,1
380,23500,"2021-01-14",100,Nicholas,Carrillo,Nicholas Carrillo,West Elizabethmouth,Connecticut,72256,Palestinian Territory,3,In-Store,Social Media,4
1252,24767,"2023-06-05",61,Glen,Smith,Glen Smith,Lake Markmouth,Virginia,62733,Togo,3,In-Store,Chat,3
1665,32049,"2024-07-22",33,Anthony,Boyd,Anthony Boyd,Rossview,Washington,4552,Lebanon,4,ATM,In-Person,3
1138,91515,"2023-02-11",9,Charles,Perry,Charles Perry,North Ann,New Mexico,94882,Mongolia,3,In-Store,In-Person,4
1663,7443,"2024-07-20",95,Sharon,Durham,Sharon Durham,Lake Stanley,Connecticut,99285,Saint Martin,2,Mobile App,Social Media,4
630,14384,"2021-09-21",76,Deborah,Garner,Deborah Garner,Robertfort,Rhode Island,20644,Palestinian Territory,4,ATM,Email,1
258,11181,"2020-09-14",75,Teresa,Barr,Teresa Barr,Lake Daniel,Maine,12671,Cook Islands,4,ATM,Website,3
374,30197,"2021-01-08",75,Teresa,Barr,Teresa Barr,Lake Daniel,Maine,12671,Colombia,2,Mobile App,Website,3
1113,21720,"2023-01-17",19,Allen,Scott,Allen Scott,South Lisaton,Colorado,94602,Cuba,3,In-Store,In-Person,4
877,16420,"2022-05-26",53,Judy,Nelson,Judy Nelson,South Kenneth,New Hampshire,92976,Nepal,1,Online,Phone,4
702,57871,"2021-12-02",67,James,Roth,James Roth,Ashleyview,Indiana,3397,Switzerland,2,Mobile App,Phone,1
1807,69934,"2024-12-11",15,David,Gates,David Gates,East Michaelview,Colorado,53647,Nepal,4,ATM,Website,3
250,12880,"2020-09-06",57,Jeffrey,Kelly,Jeffrey Kelly,Bradleyshire,New York,93159,Mauritius,3,In-Store,Social Media,1
1360,8173,"2023-09-21",43,Christian,Ballard,Christian Ballard,Bishoptown,Indiana,37362,Grenada,1,Online,Website,3
1643,79265,"2024-06-30",34,Derek,Martin,Derek Martin,West Deanna,Kentucky,32572,Belarus,3,In-Store,Social Media,2
130,48899,"2020-05-09",18,Michael,Jones,Michael Jones,Richardside,Louisiana,28362,Saint Martin,5,Telephone,Website,5
1779,9876,"2024-11-13",54,Gavin,Morris,Gavin Morris,East Eric,Louisiana,56621,Nepal,4,ATM,In-Person,2
506,65885,"2021-05-20",74,Nicole,Foster,Nicole Foster,West Teresaside,Nevada,62180,Saudi Arabia,3,In-Store,Phone,4
